ID	Result	NatureCode
2017-002780	10	311
2017-002781	1	324
2017-002782	1	331
2017-002783	11	321
2017-002784	11	321
2017-002785	1	324
2017-002786	1	324
2017-002787	1	611
2017-002788	11	321
2017-002789	1	324
2017-002790	11	321
2017-002791	11	321
2017-002792	1	554
2017-002793	1	324
2017-002794	1	746
2017-002795	1	740
2017-002796	1	745
2017-002797	1	622
2017-002798	1	745
2017-002799	11	321
2017-002800	1	324
2017-002801	10	311
2017-002802	11	321
2017-002803	11	321
2017-002804	11	321
2017-002805	10	300
2017-002806	10	311
2017-002807	11	321
2017-002808	10	311
2017-002809	11	321
2017-002810	1	745
2017-002811	1	611
2017-002812	1	324
2017-002813	10	300
2017-002814	1	324
2017-002815	11	321
2017-002816	11	321
2017-002817	1	554
2017-002818	11	321
2017-002819	10	300
2017-002820	1	445
2017-002821	10	300
2017-002822	1	324
2017-002823	11	321
2017-002824	1	735
2017-002825	11	321
2017-002826	10	311
2017-002827	11	321
2017-002828	11	321
2017-002829	11	321
2017-002830	11	321
2017-002831	11	321
2017-002832	10	311
2017-002833	10	311
2017-002834	1	600
2017-002835	11	321
2017-002836	11	321
2017-002837	10	300
2017-002838	10	311
2017-002839	11	321
2017-002840	11	321
2017-002841	11	321
2017-002842	1	113
2017-002843	1	743
2017-002844	1	324
2017-002845	11	321
2017-002846	10	300
2017-002847	1	520
2017-002848	10	311
2017-002849	10	300
2017-002850	11	321
2017-002851	10	311
2017-002852	11	321
2017-002853	11	321
2017-002854	11	321
2017-002855	11	321
2017-002856	1	324
2017-002857	1	463
2017-002858	1	600
2017-002859	10	311
2017-002860	10	300
2017-002861	10	311
2017-002862	11	321
2017-002863	11	321
2017-002864	10	300
2017-002865	1	131
2017-002866	1	552
2017-002867	1	324
2017-002868	11	321
2017-002869	1	251
2017-002870	1	611
2017-002871	1	154
2017-002872	11	321
2017-002873	10	311
2017-002874	11	321
2017-002875	1	322
2017-002876	1	730
2017-002877	1	412
2017-002878	1	324
2017-002879	11	321
2017-002880	1	324
2017-002881	1	550
2017-002882	1	700
2017-002883	1	353
2017-002884	1	611
2017-002885	1	552
2017-002886	10	300
2017-002887	11	321
2017-002888	1	611
2017-002889	1	131
2017-002890	11	321
2017-002891	10	311
2017-002892	1	743
2017-002893	1	324
2017-002894	1	324
2017-002895	1	251
2017-002896	11	321
2017-002897	1	740
2017-002898	11	321
2017-002899	1	745
2017-002900	11	321
2017-002901	11	321
2017-002902	11	321
2017-002903	1000	324
2017-002904	10	300
2017-002905	11	321
2017-002906	1	143
2017-002907	1	611
2017-002908	1	735
2017-002909	1	735
2017-002910	1	552
2017-002911	1010	321
2017-002912	1	324
2017-002913	11	321
2017-002914	1	700
2017-002915	10	311
2017-002916	11	321
2017-002917	1	324
2017-002918	10	300
2017-002919	1	324
2017-002920	1	444
2017-002921	1	324
2017-002922	1	733
2017-002923	1	324
2017-002924	10	311
2017-002925	11	321
2017-002926	11	321
2017-002927	10	311
2017-002928	1	324
2017-002929	1	353
2017-002930	11	321
2017-002931	11	321
2017-002932	11	321
2017-002933	10	300
2017-002934	1	324
2017-002935	11	321
2017-002936	10	300
2017-002937	11	321
2017-002938	11	321
2017-002939	1	324
2017-002940	1	746
2017-002941	1	324
2017-002942	1	324
2017-002943	1	400
2017-002944	1	611
2017-002945	1	611
2017-002946	10	300
2017-002947	1	324
2017-002948	11	321
2017-002949	11	321
2017-002950	1	733
2017-002951	10	311
2017-002952	10	300
2017-002953	1	324
2017-002954	10	311
2017-002955	10	311
2017-002956	1	745
2017-002957	1	711
2017-002958	11	321
2017-002959	10	300
2017-002960	11	321
2017-002961	1010	321
2017-002962	10	300
2017-002963	10	311
2017-002964	11	321
2017-002965	11	321
2017-002966	1	550
2017-002967	10	311
2017-002968	1	600
2017-002969	10	300
2017-002970	11	321
2017-002971	11	321
2017-002972	1	611
2017-002973	10	311
2017-002974	11	321
2017-002975	11	321
2017-002976	11	321
2017-002977	11	321
2017-002978	1	511
2017-002979	1	744
2017-002980	11	321
2017-002981	1	600
2017-002982	1	341
2017-002983	11	321
2017-002984	11	321
2017-002985	11	321
2017-002986	10	311
2017-002987	1	324
2017-002988	11	321
2017-002989	11	321
2017-002990	11	321
2017-002991	1	323
2017-002992	1	745
2017-002993	11	321
2017-002994	1	550
2017-002995	11	321
2017-002996	11	321
2017-002997	1	324
2017-002998	1	600
2017-002999	11	321
2017-003000	1	745
2017-003001	1	324
2017-003002	1	622
2017-003003	10	300
2017-003004	1	500
2017-003005	11	321
2017-003006	11	321
2017-003007	11	321
2017-003008	10	311
2017-003009	11	321
2017-003010	1	611
2017-003011	11	321
2017-003012	1	745
2017-003013	10	311
2017-003014	1	622
2017-003015	11	321
2017-003017	11	321
2017-003016	1	743
2017-003018	1	463
2017-003019	1	611
2017-003020	10	311
2017-003021	11	321
2017-003022	11	321
2017-003023	10	311
2017-003024	1	743
2017-003025	1	324
2017-003026	1	735
2017-003027	11	321
2017-003028	1	324
2017-003029	11	321
2017-003030	11	321
2017-003031	1	743
2017-003032	1	551
2017-003033	1	745
2017-003034	11	321
2017-003035	1	622
2017-003036	1	324
2017-003037	1	743
2017-003038	11	321
2017-003039	11	321
2017-003040	10	300
2017-003041	1	611
2017-003042	1	500
2017-003043	11	321
2017-003044	11	321
2017-003045	1	324
2017-003046	10	311
2017-003047	1	400
2017-003048	11	321
2017-003049	11	321
2017-003050	1	740
2017-003051	11	321
2017-003052	11	321
2017-003053	10	311
2017-003054	1	600
2017-003055	1	600
2017-003056	11	321
2017-003057	1010	321
2017-003058	10	311
2017-003059	10	311
2017-003060	10	311
2017-003061	1	740
2017-003062	1	154
2017-003063	10	311
2017-003064	1	611
2017-003065	11	321
2017-003066	1	611
2017-003067	1	550
2017-003068	10	311
2017-003069	10	300
2017-003070	10	311
2017-003071	11	321
2017-003072	11	321
2017-003073	11	321
2017-003074	11	321
2017-003075	1	611
2017-003076	1	745
2017-003077	10	311
2017-003078	11	321
2017-003079	10	311
2017-003080	10	300
2017-003081	1	743
2017-003082	10	311
2017-003083	11	321
2017-003084	1	745
2017-003085	1	324
2017-003086	1	251
2017-003087	1	611
2017-003088	1	322
2017-003089	1	600
2017-003090	10	300
2017-003091	11	321
2017-003092	10	300
2017-003093	11	321
2017-003094	1	324
2017-003095	11	321
2017-003096	11	321
2017-003097	1	600
2017-003098	1	611
2017-003099	1	324
2017-003100	1	611
2017-003101	1	143
2017-003102	11	321
2017-003103	10	311
2017-003104	1	700
2017-003105	10	311
2017-003106	11	321
2017-003107	1	743
2017-003108	11	321
2017-003109	11	321
2017-003110	10	300
2017-003111	10	300
2017-003112	10	311
2017-003113	1	142
2017-003114	1	730
2017-003115	1	740
2017-003116	1	324
2017-003117	1	740
2017-003118	11	321
2017-003119	11	321
2017-003120	11	321
2017-003121	10	300
2017-003122	11	321
2017-003123	1	324
2017-003124	1	324
2017-003125	1	611
2017-003126	1	324
2017-003127	1	611
2017-003128	1	441
2017-003129	1	323
2017-003130	11	321
2017-003131	10	311
2017-003132	11	321
2017-003133	1	324
2017-003134	10	300
2017-003135	11	321
2017-003136	11	321
2017-003137	11	321
2017-003138	10	311
2017-003139	1	511
2017-003140	1	324
2017-003141	10	300
2017-003142	11	321
2017-003143	10	311
2017-003144	11	321
2017-003145	11	321
2017-003146	10	311
2017-003147	10	311
2017-003148	1	324
2017-003149	1	324
2017-003150	11	321
2017-003151	11	321
2017-003152	1	733
2017-003153	1	611
2017-003154	10	311
2017-003155	11	321
2017-003156	1	711
2017-003157	1	611
2017-003158	1	611
2017-003159	1	743
2017-003160	11	321
2017-003161	11	321
2017-003162	11	321
2017-003163	10	300
2017-003164	10	311
2017-003165	11	321
2017-003166	1	745
2017-003167	1010	321
2017-003168	10	311
2017-003169	11	321
2017-003170	1	730
A NORTHEAST 42ND AVENUE"	0	900
2017-003172	1	324
2017-003173	1	324
2017-003174	10	311
2017-003175	10	300
2017-003176	11	321
2017-003177	1	622
2017-003178	10	311
2017-003179	11	321
2017-003180	11	321
2017-003181	1	322
2017-003182	11	321
2017-003183	11	321
2017-003184	1	511
2017-003185	11	321
2017-003186	10	311
2017-003187	1	324
2017-003188	10	311
2017-003189	1	324
2017-003190	1	322
2017-003191	11	321
2017-003192	1	611
2017-003193	1	412
2017-003194	1	142
2017-003195	1	611
2017-003196	1	324
2017-003197	1	611
2017-003198	11	321
2017-003199	1	100
2017-003200	11	321
2017-003201	11	321
2017-003202	10	300
2017-003203	10	311
2017-003204	1	600
2017-003205	1	412
2017-003206	11	321
2017-003207	10	300
2017-003208	1	611
2017-003209	1	324
2017-003210	11	321
2017-003211	11	321
2017-003212	11	321
2017-003213	1	531
2017-003214	1	743
2017-003215	10	300
2017-003216	10	311
2017-003217	11	321
2017-003218	1	600
2017-003219	1	554
2017-003220	1	745
2017-003221	1	561
2017-003222	1	622
2017-003223	1	324
2017-003224	11	321
2017-003225	1	611
2017-003226	1	324
2017-003227	11	321
2017-003228	1	551
2017-003229	1	611
2017-003230	11	321
2017-003231	11	321
2017-003232	1	700
2017-003233	1	522
2017-003234	10	300
2017-003235	10	311
2017-003236	1	324
2017-003237	1	324
2017-003238	1	324
2017-003239	11	321
2017-003240	10	300
2017-003241	11	321
2017-003242	1	554
2017-003243	10	311
2017-003244	1	324
2017-003245	1	413
2017-003246	11	321
2017-003247	10	311
2017-003248	10	311
2017-003249	11	321
2017-003250	11	321
2017-003251	11	321
2017-003252	1	324
2017-003253	1	324
2017-003254	1	611
2017-003255	1	324
2017-003256	10	311
2017-003257	1	745
2017-003258	11	321
2017-003259	11	321
2017-003260	10	311
2017-003261	10	300
2017-003262	10	300
2017-003263	10	311
2017-003264	10	311
2017-003265	10	300
2017-003266	1000	151
2017-003267	11	321
2017-003268	10	300
2017-003269	1	745
2017-003270	10	300
2017-003271	1	324
2017-003272	10	300
2017-003273	11	321
2017-003274	11	321
2017-003275	11	321
2017-003276	1	511
2017-003277	1	554
2017-003278	11	321
2017-003279	1000	611
2017-003280	11	321
2017-003281	1	511
2017-003282	1	322
2017-003283	1113	111
2017-003284	1	700
2017-003285	1	531
2017-003286	11	321
2017-003287	10	311
2017-003288	1	661
2017-003289	1	554
2017-003290	1	324
2017-003291	11	321
2017-003292	1	500
2017-003293	1	324
2017-003294	11	321
2017-003295	11	321
2017-003296	11	321
2017-003297	10	311
2017-003298	10	300
2017-003299	11	321
2017-003300	1	324
2017-003301	1	611
2017-003302	10	311
2017-003303	11	321
2017-003304	11	321
2017-003305	11	321
2017-003306	1	324
2017-003307	1	745
2017-003308	1	611
2017-003309	11	321
2017-003310	11	321
2017-003311	1	151
2017-003312	11	321
2017-003313	10	300
2017-003314	10	300
2017-003315	1	500
2017-003316	10	311
2017-003317	1	611
2017-003318	1	736
2017-003319	1	500
2017-003320	10	311
2017-003321	1	131
2017-003322	11	321
2017-003323	1010	321
2017-003324	10	300
2017-003325	1	221
2017-003326	11	321
2017-003327	1	746
2017-003328	1	324
2017-003329	1	324
2017-003330	1	600
2017-003331	1	324
2017-003332	10	300
2017-003333	11	321
2017-003334	1	740
2017-003335	1	324
2017-003336	11	321
2017-003337	1	324
2017-003338	10	311
2017-003339	11	321
2017-003340	11	321
2017-003341	11	321
2017-003342	1	324
2017-003343	10	311
2017-003344	11	321
2017-003345	1	611
2017-003346	11	321
2017-003347	11	321
2017-003348	10	300
2017-003349	11	321
2017-003350	11	321
2017-003351	1	622
2017-003352	11	321
2017-003353	1	463
2017-003354	1	324
2017-003355	1	324
2017-003356	11	321
2017-003357	1	600
2017-003358	11	321
2017-003359	11	321
2017-003360	11	321
2017-003361	11	321
2017-003362	11	321
2017-003363	1	324
2017-003364	11	321
2017-003365	1	611
2017-003366	10	311
2017-003367	1	324
2017-003368	10	311
2017-003369	10	300
2017-003370	1	622
2017-003371	1	251
2017-003372	10	300
2017-003373	10	311
2017-003374	1	324
2017-003375	10	311
2017-003376	11	321
2017-003377	1	324
2017-003378	11	321
2017-003379	11	321
2017-003380	1	745
2017-003381	11	321
2017-003382	1	600
2017-003383	1	622
2017-003384	1	131
2017-003385	1	551
2017-003386	11	321
2017-003387	1	400
2017-003388	10	300
2017-003389	10	300
2017-003390	1	622
2017-003391	11	321
2017-003392	1	531
2017-003393	1	600
2017-003394	10	311
2017-003395	1	440
2017-003396	10	311
2017-003397	1	740
2017-003398	11	321
2017-003399	10	311
2017-003400	1	324
2017-003401	1	324
2017-003402	1	444
2017-003403	1	324
2017-003404	11	321
2017-003405	11	321
2017-003406	11	321
2017-003407	11	321
2017-003408	10	311
2017-003409	11	321
2017-003410	11	321
2017-003411	1	324
2017-003412	1	600
2017-003413	1	324
2017-003414	1	324
2017-003415	1	611
2017-003416	11	321
2017-003417	11	321
2017-003418	1	622
2017-003419	1	445
2017-003420	1	600
2017-003421	11	321
2017-003422	1	324
2017-003423	10	311
2017-003424	1	324
2017-003425	1	500
2017-003426	1	611
2017-003427	11	321
2017-003428	10	300
2017-003429	10	311
2017-003430	11	321
2017-003431	1	324
2017-003432	1	561
2017-003433	11	321
2017-003434	10	311
2017-003435	10	300
2017-003436	1	324
2017-003437	10	311
2017-003438	11	321
2017-003439	10	300
2017-003440	1	554
2017-003441	1	743
2017-003442	11	321
2017-003443	10	311
2017-003444	1	531
2017-003445	10	311
2017-003446	10	300
2017-003447	11	321
2017-003448	11	321
2017-003449	1	745
2017-003450	1	611
2017-003451	1	324
2017-003452	1	324
2017-003453	1113	111
2017-003454	1	322
2017-003455	11	321
2017-003456	11	321
2017-003457	10	300
2017-003458	11	321
2017-003459	1	552
2017-003460	10	311
2017-003461	1	622
2017-003462	1	324
2017-003463	1	324
2017-003464	10	311
2017-003465	1	730
2017-003466	1	463
2017-003467	1	324
2017-003468	10	300
2017-003469	10	311
2017-003470	1	711
2017-003471	1	221
2017-003472	10	311
2017-003473	1	740
2017-003474	10	311
2017-003475	1	551
2017-003476	1	740
2017-003477	11	321
2017-003478	11	321
2017-003479	10	311
2017-003480	1	745
2017-003481	1	743
2017-003482	10	300
2017-003483	10	311
2017-003484	11	321
2017-003485	1	324
2017-003486	10	311
2017-003487	1	324
2017-003488	11	321
2017-003489	11	321
2017-003490	11	321
2017-003491	1	611
2017-003492	1	611
2017-003493	1	600
2017-003494	10	300
2017-003495	11	321
2017-003496	10	311
2017-003497	1	531
2017-003498	10	300
2017-003499	11	321
2017-003500	10	311
2017-003501	1	730
2017-003502	10	300
2017-003503	11	321
2017-003504	1	324
2017-003505	1	324
2017-003506	11	321
2017-003507	1	611
2017-003508	11	321
2017-003509	11	321
2017-003510	10	300
2017-003511	11	321
2017-003512	11	321
2017-003513	11	321
2017-003514	10	311
2017-003515	1	444
2017-003516	11	321
2017-003517	1	622
2017-003518	11	321
2017-003519	11	321
2017-003520	10	311
2017-003521	11	321
2017-003522	1	744
2017-003523	1	611
2017-003524	10	311
2017-003525	1	113
2017-003526	11	321
2017-003527	11	321
2017-003528	11	321
2017-003529	11	321
2017-003530	1	721
2017-003531	1	324
2017-003532	11	321
2017-003533	1	324
2017-003534	10	311
2017-003535	10	311
2017-003536	1	733
2017-003537	1	324
2017-003538	10	300
2017-003539	1	622
2017-003540	1	324
2017-003541	1	554
2017-003542	10	311
2017-003543	1	600
2017-003544	11	321
2017-003545	1	611
2017-003546	1	611
2017-003547	10	311
2017-003548	11	321
2017-003549	10	311
2017-003550	1	631
2017-003551	1	324
2017-003552	10	311
2017-003553	11	321
2017-003554	11	321
2017-003555	11	321
2017-003556	1	745
2017-003557	1	611
2017-003558	1	324
2017-003559	1	611
2017-003560	10	300
2017-003561	11	321
2017-003562	11	321
2017-003563	11	321
2017-003564	1	553
2017-003565	11	321
2017-003566	11	321
2017-003567	10	300
2017-003568	11	321
2017-003569	1	622
2017-003570	1	550
2017-003571	11	321
2017-003572	11	321
2017-003573	1	740
2017-003574	11	321
2017-003575	11	321
2017-003576	11	321
2017-003577	11	321
2017-003578	1	600
2017-003579	10	311
2017-003580	11	321
2017-003581	1	400
2017-003582	11	321
2017-003583	1	730
2017-003584	11	321
2017-003585	10	311
2017-003586	11	321
2017-003587	1	324
2017-003588	1	551
2017-003589	1	611
2017-003590	10	311
2017-003591	10	300
2017-003592	1	324
2017-003593	11	321
2017-003594	11	321
2017-003595	1	251
2017-003596	1	550
2017-003597	1	736
2017-003598	11	321
2017-003599	10	311
2017-003600	10	300
2017-003601	1	154
2017-003602	1	445
2017-003603	11	321
2017-003604	1	322
2017-003605	11	321
2017-003606	11	321
2017-003607	11	321
2017-003608	11	321
2017-003609	1	511
2017-003610	10	311
2017-003611	10	300
2017-003612	11	321
2017-003613	11	321
2017-003614	11	321
2017-003615	10	300
2017-003616	1	324
2017-003617	1	745
2017-003618	11	321
2017-003619	11	321
2017-003620	1	911
2017-003621	11	321
2017-003622	11	321
2017-003623	11	321
2017-003624	1	745
2017-003625	10	311
2017-003626	11	321
2017-003627	1	324
2017-003628	11	321
2017-003629	11	321
2017-003630	11	321
2017-003631	10	311
2017-003632	1	700
2017-003633	10	300
2017-003634	1	611
2017-003635	1	324
2017-003636	11	321
2017-003637	11	321
2017-003638	11	321
2017-003639	1	745
2017-003640	10	300
2017-003641	11	321
2017-003642	1	324
2017-003643	1	611
2017-003644	1	600
2017-003645	1	700
2017-003646	1	740
2017-003647	1000	324
2017-003648	1	744
2017-003649	1	324
2017-003650	11	321
2017-003651	10	311
2017-003652	11	321
2017-003653	1000	600
2017-003654	11	321
2017-003655	11	321
2017-003656	10	311
2017-003657	10	300
2017-003658	11	321
2017-003659	1	324
2017-003660	11	321
2017-003661	1	322
2017-003663	1	324
2017-003662	11	321
2017-003664	11	321
2017-003665	1	324
2017-003666	10	311
2017-003667	11	321
2017-003668	11	321
2017-003669	1	611
2017-003670	1	324
2017-003671	1	324
2017-003672	10	300
2017-003673	10	300
2017-003674	1	324
2017-003675	10	311
2017-003676	1	735
2017-003677	1	411
2017-003678	1	700
2017-003679	1	322
2017-003680	11	321
2017-003681	10	311
2017-003682	1000	611
2017-003683	1	710
2017-003684	1	611
2017-003685	1113	111
2017-003686	10	300
2017-003687	10	311
2017-003688	1	324
2017-003689	11	321
2017-003690	1	324
2017-003691	10	300
2017-003692	11	321
2017-003693	1	130
2017-003694	11	321
2017-003695	10	311
2017-003696	11	321
2017-003697	1	324
2017-003698	11	321
2017-003699	1	322
2017-003700	1	324
2017-003701	1	411
2017-003702	10	311
2017-003703	11	321
2017-003704	1	322
2017-003705	1	444
2017-003706	1	745
2017-003707	1	324
2017-003708	10	300
2017-003709	1	611
2017-003710	11	321
2017-003711	11	321
2017-003712	10	300
2017-003713	1000	324
2017-003714	1	143
2017-003715	1	735
2017-003716	11	321
2017-003717	1	622
2017-003718	11	321
2017-003719	11	321
2017-003720	10	300
2017-003721	1	740
2017-003722	10	300
2017-003723	11	321
2017-003724	1	611
2017-003725	10	311
2017-003726	11	321
2017-003727	11	321
2017-003728	1000	611
2017-003729	1	743
2017-003730	10	311
2017-003731	11	321
2017-003732	11	321
2017-003733	11	321
2017-003734	11	321
2017-003735	10	300
2017-003736	1	600
2017-003737	10	311
2017-003738	1	611
2017-003739	10	311
2017-003740	1	600
2017-003741	1	324
2017-003742	1	324
2017-003743	11	321
2017-003744	1000	611
2017-003745	1	531
2017-003746	1	324
2017-003747	11	321
2017-003748	1000	650
2017-003749	1000	353
2017-003750	11	321
2017-003751	10	311
2017-003752	1	611
2017-003753	1	140
2017-003754	1	611
2017-003755	1	324
2017-003756	1	324
2017-003757	1010	321
2017-003758	11	321
2017-003759	1113	111
2017-003760	10	311
2017-003761	1	324
2017-003762	1	324
2017-003763	1	611
2017-003764	1	324
2017-003765	11	321
2017-003766	1	911
2017-003767	1	324
2017-003768	10	300
2017-003769	1	500
2017-003770	1	324
2017-003771	1000	324
2017-003772	10	311
2017-003773	1	741
2017-003774	11	321
2017-003775	10	311
2017-003776	1	324
2017-003777	11	321
2017-003778	10	311
2017-003779	1	324
2017-003780	1	324
2017-003781	10	311
2017-003782	11	321
2017-003783	1	740
2017-003784	1	140
2017-003785	11	321
2017-003786	1	324
2017-003787	1	745
2017-003788	1	611
2017-003789	10	300
2017-003790	11	321
2017-003791	1	744
2017-003792	1	324
2017-003793	11	321
2017-003794	10	311
2017-003795	1000	743
2017-003796	11	321
2017-003797	11	321
2017-003798	11	321
2017-003799	10	311
2017-003800	11	321
2017-003801	11	321
2017-003802	1	511
2017-003803	10	311
2017-003804	11	321
2017-003805	1	324
2017-003806	1	444
2017-003807	1	324
2017-003808	10	311
2017-003809	1	740
2017-003810	11	321
2017-003811	1	600
2017-003812	1	324
2017-003813	11	321
2017-003814	10	311
2017-003815	11	321
2017-003816	1	324
2017-003817	1	324
2017-003818	1	324
2017-003819	10	300
2017-003820	11	321
2017-003821	10	311
2017-003822	11	321
2017-003823	11	321
2017-003824	10	300
2017-003825	11	321
2017-003826	1	743
2017-003827	11	321
2017-003828	11	321
2017-003829	11	321
2017-003830	10	311
2017-003831	1	611
2017-003832	11	321
2017-003833	1	324
2017-003834	11	321
2017-003835	11	321
2017-003836	10	300
2017-003837	1	522
2017-003838	10	311
2017-003839	1	113
2017-003840	11	321
2017-003841	10	300
2017-003842	1	611
2017-003843	10	300
2017-003844	11	321
2017-003845	11	321
2017-003846	11	321
2017-003847	1	324
2017-003848	1	743
2017-003849	10	311
2017-003850	1	611
2017-003851	11	321
2017-003852	11	321
2017-003853	11	321
2017-003854	1	411
2017-003855	10	311
2017-003856	11	321
2017-003857	10	311
2017-003858	1	622
2017-003859	11	321
2017-003860	10	300
2017-003861	11	321
2017-003862	11	321
2017-003863	10	300
2017-003864	11	321
2017-003865	1	510
2017-003866	10	311
2017-003867	11	321
2017-003868	1	622
2017-003869	10	311
2017-003870	1	622
2017-003871	1	622
2017-003872	11	321
2017-003873	1010	321
2017-003874	10	300
2017-003875	1	324
2017-003876	11	321
2017-003877	10	311
2017-003878	10	311
2017-003879	1	553
2017-003880	10	311
2017-003881	1	622
2017-003882	1	611
2017-003883	10	300
2017-003884	11	321
2017-003885	10	311
2017-003886	11	321
2017-003887	11	321
2017-003888	11	321
2017-003889	10	311
2017-003890	11	321
2017-003891	10	300
2017-003892	1	511
2017-003893	10	311
2017-003894	11	321
2017-003895	10	300
2017-003896	11	321
2017-003897	1113	111
2017-003898	1010	321
2017-003899	11	321
2017-003900	1	611
2017-003901	1	611
2017-003902	10	311
2017-003903	1	735
2017-003904	11	321
2017-003905	11	321
2017-003906	1	622
2017-003907	10	300
2017-003908	11	321
2017-003909	11	321
2017-003910	10	311
2017-003911	10	300
2017-003912	1	622
2017-003913	10	311
2017-003914	10	300
2017-003915	10	311
2017-003916	1	733
2017-003917	10	300
2017-003918	1	131
2017-003919	10	300
2017-003920	1	322
2017-003921	11	321
2017-003922	1	622
2017-003923	11	321
2017-003924	10	311
2017-003925	10	311
2017-003926	11	321
2017-003927	11	321
2017-003928	11	321
2017-003929	11	321
2017-003930	10	311
2017-003931	1	731
2017-003932	1	324
2017-003933	11	321
2017-003934	11	321
2017-003935	1	611
2017-003936	10	311
2017-003937	10	311
2017-003938	10	300
2017-003939	10	300
2017-003940	10	300
2017-003941	10	311
2017-003942	10	300
2017-003943	10	311
2017-003944	10	311
2017-003945	1	424
2017-003946	1	600
2017-003947	10	311
2017-003948	10	300
2017-003949	1	611
2017-003950	11	321
2017-003951	10	300
2017-003952	10	311
2017-003953	1	611
2017-003954	10	311
2017-003955	11	321
2017-003956	11	321
2017-003957	11	321
2017-003958	11	321
2017-003959	1	554
2017-003960	1	551
2017-003961	1	140
2017-003962	1	324
2017-003963	1	735
2017-003964	11	321
2017-003965	1	324
2017-003966	1	324
2017-003967	11	321
2017-003968	1	411
2017-003969	11	321
2017-003970	1	324
2017-003971	11	321
2017-003972	11	321
2017-003973	1	611
2017-003974	1	611
2017-003975	11	321
2017-003976	1	324
2017-003977	1	324
2017-003978	1	743
2017-003979	1	324
2017-003980	11	321
2017-003981	1	740
2017-003982	1	622
2017-003983	1	622
2017-003984	11	321
2017-003985	1	611
2017-003986	1	611
2017-003987	11	321
2017-003988	1	412
2017-003989	1	324
2017-003990	1	745
2017-003991	1	324
2017-003992	10	300
2017-003993	11	321
2017-003994	10	311
2017-003995	11	321
2017-003996	1	324
2017-003997	10	311
2017-003998	1	550
2017-003999	11	321
2017-004000	11	321
2017-004001	1	324
2017-004002	1	324
2017-004003	1	410
2017-004004	10	311
2017-004005	11	321
2017-004006	11	321
2017-004007	1	745
2017-004008	10	311
2017-004009	11	321
2017-004010	11	321
2017-004011	11	321
2017-004012	11	321
2017-004013	1	131
2017-004014	1	324
2017-004015	1	700
2017-004016	1	745
2017-004017	11	321
2017-004018	1	554
2017-004019	1	324
2017-004020	1	611
2017-004021	1	611
2017-004022	11	321
2017-004023	11	321
2017-004024	1	324
2017-004025	1	741
2017-004026	1	550
2017-004027	1000	551
2017-004028	10	311
2017-004029	1	511
2017-004030	11	321
2017-004031	1	611
2017-004032	1	735
2017-004033	11	321
2017-004034	1	741
2017-004035	11	321
2017-004036	10	311
2017-004037	1	324
2017-004038	1	600
2017-004039	1000	324
2017-004040	1	412
2017-004041	1	324
2017-004042	11	321
2017-004043	11	321
2017-004044	1	412
2017-004045	1000	531
2017-004046	1	353
2017-004047	11	321
2017-004048	1	622
2017-004049	11	321
2017-004050	10	311
2017-004051	1	745
2017-004052	1	552
2017-004053	1	324
2017-004054	11	321
2017-004055	1	611
2017-004056	11	321
2017-004057	1	324
2017-004058	10	311
2017-004059	1	324
2017-004060	1	611
2017-004061	10	300
2017-004062	1	531
2017-004063	1	611
2017-004064	11	321
2017-004065	1	745
2017-004066	1	611
2017-004067	11	321
2017-004068	1	324
2017-004069	1	611
2017-004070	11	321
2017-004071	1	611
2017-004072	1000	324
2017-004073	1	142
2017-004074	1000	611
2017-004075	1	511
2017-004076	10	300
2017-004077	10	300
2017-004078	11	321
2017-004079	11	321
2017-004080	1	611
2017-004081	1	531
2017-004082	1	600
2017-004083	10	311
2017-004084	11	321
2017-004085	11	321
2017-004086	1	324
2017-004087	11	321
2017-004088	1	740
2017-004089	11	321
2017-004090	1	324
2017-004091	1	324
2017-004092	11	321
2017-004093	1	531
2017-004094	11	321
2017-004095	11	321
2017-004096	1	140
2017-004097	1	324
2017-004098	11	321
2017-004099	1	324
2017-004100	10	300
2017-004101	1	600
2017-004102	11	321
2017-004103	1	711
2017-004104	10	311
2017-004105	1	621
2017-004106	11	321
2017-004107	1	743
2017-004108	1	324
2017-004109	1	324
2017-004110	1	324
2017-004111	1	324
2017-004112	1	745
2017-004113	11	321
2017-004114	11	321
2017-004115	10	300
2017-004116	11	321
2017-004117	1010	321
2017-004118	10	311
2017-004119	1	500
2017-004120	1	324
2017-004121	1	324
2017-004122	11	321
2017-004123	1	324
2017-004124	1	622
2017-004125	1000	324
2017-004126	11	321
2017-004127	10	311
2017-004128	11	321
2017-004129	10	311
2017-004130	1	622
2017-004131	1	700
2017-004132	1	324
2017-004133	11	321
2017-004134	11	321
2017-004135	1	130
2017-004136	11	321
2017-004137	1	324
2017-004138	1	324
2017-004139	1	622
2017-004140	1	324
2017-004141	11	321
2017-004142	1	324
2017-004143	1	324
2017-004144	1	324
2017-004145	1	251
2017-004146	1	324
2017-004147	1	324
2017-004148	1	324
2017-004149	11	321
2017-004150	1	611
2017-004151	1	730
2017-004152	1	324
2017-004153	1	324
2017-004154	11	321
2017-004155	1	740
2017-004156	11	321
2017-004157	10	300
2017-004158	10	311
2017-004159	1	531
2017-004160	10	300
2017-004161	11	321
2017-004162	1	600
2017-004163	1	324
2017-004164	11	321
2017-004165	1	324
2017-004166	1	324
2017-004167	10	311
2017-004168	1	600
2017-004169	11	321
2017-004170	1	324
2017-004171	10	311
2017-004172	1	412
2017-004173	1	622
